<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.09.20	190.54	192.99	188.03	189.42	10177	0	0
2019.09.23	188.92	189.95	185.09	186.74	8730	0	0
2019.09.24	187.86	187.93	180.22	180.98	13525	0	0
2019.09.25	181.18	183.27	177.72	182.68	12294	0	0
2019.09.26	180.88	181.02	177.51	179.84	10657	0	0
2019.09.27	180.43	180.63	175.51	176.92	11899	0	0
2019.09.30	177.70	178.53	176.66	177.70	7884	0	0
2019.10.01	179.00	179.69	174.75	175.92	10614	0	0
2019.10.02	175.92	176.35	172.97	174.74	12028	0	0
2019.10.03	175.09	179.56	173.50	178.63	13065	0	0
2019.10.04	179.16	180.86	177.97	180.54	8373	0	0
2019.10.07	179.99	181.07	177.96	179.58	9302	0	0
2019.10.08	179.58	180.28	177.67	178.05	11032	0	0
2019.10.09	178.75	180.64	177.81	180.11	8402	0	0
2019.10.10	180.24	181.52	179.07	180.04	8994	0	0
2019.10.11	182.15	186.34	182.04	184.41	9850	0	0
2019.10.14	184.41	184.53	182.45	183.56	6782	0	0
2019.10.15	183.72	190.16	183.54	188.90	8891	0	0
2019.10.16	188.23	189.49	186.80	189.39	8144	0	0
2019.10.17	190.16	190.70	188.64	190.45	7502	0	0
2019.10.18	190.21	191.41	183.82	185.93	10403	0	0
2019.10.21	185.93	189.67	185.93	189.67	7275	0	0
2019.10.22	189.84	190.57	182.33	182.45	12353	0	0
2019.10.23	181.97	186.14	181.97	185.82	10182	0	0
2019.10.24	185.82	186.47	182.61	186.31	9406	0	0
2019.10.25	186.31	188.87	184.97	187.85	7799	0	0
2019.10.28	187.04	189.37	184.98	189.06	8494	0	0
2019.10.29	191.08	192.43	188.32	189.30	9886	0	0
2019.10.30	190.26	190.31	185.87	188.75	11538	0	0
2019.10.31	196.34	197.94	191.06	191.26	17662	0	0
2019.11.01	191.26	193.94	189.75	193.08	10032	0	0
2019.11.04	194.60	197.18	193.62	194.42	9338	0	0
2019.11.05	195.32	195.57	193.43	194.15	6887	0	0
2019.11.06	194.07	194.20	191.11	191.23	7706	0	0
2019.11.07	192.14	193.32	189.23	189.82	8841	0	0
2019.11.08	189.82	192.23	189.69	190.43	7222	0	0
2019.11.11	190.43	190.43	188.43	189.29	6241	0	0
2019.11.12	189.29	194.90	189.29	194.21	8630	0	0
2019.11.13	194.76	195.59	192.61	193.06	9207	0	0
2019.11.14	193.06	193.93	191.36	192.81	7828	0	0
2019.11.15	194.50	195.20	193.26	194.95	6310	0	0
2019.11.18	194.21	198.42	192.95	197.28	8457	0	0
2019.11.19	197.28	199.88	196.72	199.23	10509	0	0
2019.11.20	198.39	199.48	195.31	197.16	10672	0	0
2019.11.21	197.16	198.95	196.73	197.40	9583	0	0
2019.11.22	197.40	199.16	197.40	198.46	7384	0	0
2019.11.25	199.26	200.85	199.14	199.55	7837	0	0
2019.11.26	199.55	199.87	197.87	198.61	6471	0	0
2019.11.27	199.85	203.05	199.33	202.19	7642	0	0
2019.11.29	201.31	203.69	201.11	201.62	4946	0	0
2019.12.02	201.83	202.08	197.94	199.85	10631	0	0
2019.12.03	197.25	198.69	194.99	198.57	10331	0	0
2019.12.04	198.57	199.86	197.91	198.66	7712	0	0
2019.12.05	198.66	201.19	198.11	199.07	8182	0	0
2019.12.06	199.07	201.46	199.07	200.90	6939	0	0
2019.12.09	200.72	203.03	200.12	201.32	8046	0	0
2019.12.10	201.27	201.97	200.07	200.40	8495	0	0
2019.12.11	200.62	202.56	200.43	202.39	6872	0	0
2019.12.12	202.18	203.61	193.92	196.70	12860	0	0
2019.12.13	196.25	196.70	193.05	193.52	10359	0	0
2019.12.16	194.92	198.95	194.64	197.98	7858	0	0
2019.12.17	197.98	198.86	195.99	198.26	7659	0	0
2019.12.18	198.26	204.03	198.26	202.44	8962	0	0
2019.12.19	202.59	206.18	202.37	205.81	7635	0	0
2019.12.20	207.11	207.28	203.16	206.38	9201	0	0
2019.12.23	206.75	208.46	205.56	205.84	7784	0	0
2019.12.24	206.54	206.63	204.89	205.07	4374	0	0
2019.12.26	205.26	207.70	205.25	207.30	7334	0	0
2019.12.27	208.31	208.82	206.47	208.00	7295	0	0
2019.12.30	207.78	207.90	203.81	204.39	8834	0	0
2019.12.31	204.00	205.47	203.46	205.04	7061	0	0
2020.01.02	206.62	209.57	206.17	209.52	7936	0	0
2020.01.03	207.02	210.25	206.75	208.71	9212	0	0
2020.01.06	206.55	212.55	206.52	212.53	9604	0	0
2020.01.07	212.53	214.37	211.65	212.93	9825	0	0
2020.01.08	212.89	216.14	212.51	215.12	9487	0	0
2020.01.09	217.47	218.14	216.15	218.02	9230	0	0
2020.01.10	218.02	219.72	217.32	217.87	9333	0	0
2020.01.13	219.31	221.75	219.11	221.66	8469	0	0
2020.01.14	221.66	222.19	218.50	218.52	11390	0	0
2020.01.15	220.42	221.58	220.02	221.05	9255	0	0
2020.01.16	222.49	222.52	220.23	221.55	8200	0	0
2020.01.17	221.55	222.21	220.43	221.80	8091	0	0
2020.01.21	221.80	222.30	219.02	221.03	8808	0	0
2020.01.22	222.27	222.65	221.26	221.57	6911	0	0
2020.01.23	220.59	221.40	219.28	219.53	9231	0	0
2020.01.24	219.53	221.69	215.99	217.96	12282	0	0
2020.01.27	212.75	215.95	212.41	214.77	12550	0	0
2020.01.28	216.07	218.55	213.41	218.06	10931	0	0
2020.01.29	218.06	223.90	218.06	223.39	13032	0	0
2020.01.30	206.06	210.94	204.63	209.07	17420	0	0
2020.01.31	209.07	209.07	200.83	201.73	14963	0	0
2020.02.03	203.16	204.92	202.28	203.99	9860	0	0
2020.02.04	206.20	210.38	204.98	209.52	10277	0	0
2020.02.05	209.52	212.35	208.30	209.84	10737	0	0
2020.02.06	210.64	211.06	209.18	210.69	9505	0	0
2020.02.07	210.50	212.69	209.79	211.98	9757	0	0
2020.02.10	211.31	213.69	210.51	212.72	8136	0	0
2020.02.11	212.72	212.72	206.28	207.18	14366	0	0
2020.02.12	207.18	211.09	207.18	210.63	9081	0	0
2020.02.13	210.63	214.18	209.03	213.05	9463	0	0
2020.02.14	213.05	214.79	212.52	213.95	8466	0	0
2020.02.18	213.40	217.76	213.25	217.68	9205	0	0
2020.02.19	217.74	218.20	216.00	217.41	6988	0	0
2020.02.20	216.60	218.65	212.82	214.48	12888	0	0
2020.02.21	214.48	214.48	208.71	210.34	13611	0	0
2020.02.24	201.21	203.52	198.00	201.01	17084	0	0
2020.02.25	202.76	203.08	195.73	196.41	20148	0	0
2020.02.26	196.41	201.03	195.25	197.32	20058	0	0
2020.02.27	197.32	197.32	189.28	190.49	27722	0	0
2020.02.28	182.16	190.40	181.56	188.98	37886	0	0
2020.03.02	188.98	195.58	188.52	195.58	24666	0	0
2020.03.03	195.76	196.91	186.17	187.05	30608	0	0
2020.03.04	187.05	190.82	186.04	190.78	19027	0	0
2020.03.05	186.46	188.67	183.60	184.68	20124	0	0
2020.03.06	177.82	182.33	176.00	180.75	21507	0	0
2020.03.09	169.23	174.68	164.87	170.05	28925	0	0
2020.03.10	174.12	177.67	169.22	177.57	26697	0	0
2020.03.11	173.54	175.55	167.33	170.29	23074	0	0
2020.03.12	170.29	170.29	155.42	156.68	40111	0	0
2020.03.13	162.69	166.65	157.19	166.65	36512	0	0
2020.03.16	151.78	158.66	146.09	146.94	32210	0	0
2020.03.17	150.23	153.41	138.97	148.48	34734	0	0
2020.03.18	139.43	147.37	136.56	146.52	36842	0	0
2020.03.19	146.52	159.38	144.22	152.29	42340	0	0
2020.03.20	156.49	158.67	147.49	150.48	34957	0	0
2020.03.23	148.50	151.85	142.13	148.17	40473	0	0
2020.03.24	154.01	160.40	152.05	159.95	29776	0	0
2020.03.25	159.95	162.55	152.52	156.34	32100	0	0
2020.03.26	157.59	163.62	156.60	163.52	25817	0	0
2020.03.27	158.04	159.76	154.11	156.28	20416	0	0
2020.03.30	158.68	166.35	157.58	166.15	20355	0	0
2020.03.31	164.75	170.64	164.01	167.24	22466	0	0
2020.04.01	161.36	163.88	157.79	159.46	18694	0	0
2020.04.02	158.85	161.07	155.69	157.46	24098	0	0
2020.04.03	156.90	157.61	150.62	154.12	17023	0	0
2020.04.06	159.92	165.68	158.28	165.65	12320	0	0
2020.04.07	171.53	173.17	165.79	169.25	20165	0	0
2020.04.08	170.65	174.74	167.33	174.71	15897	0	0
2020.04.09	174.92	176.81	171.15	174.91	18800	0	0
2020.04.13	173.37	174.72	169.18	174.58	14293	0	0
2020.04.14	178.51	180.99	176.36	178.14	13129	0	0
2020.04.15	174.79	177.97	172.61	176.24	13578	0	0
2020.04.16	177.75	177.84	172.31	176.26	14730	0	0
2020.04.17	179.00	179.99	176.47	179.26	11918	0	0
2020.04.20	177.36	180.29	176.59	178.26	12458	0	0
2020.04.21	175.34	175.34	168.15	170.46	16520	0	0
2020.04.22	170.46	184.54	170.46	183.13	16256	0	0
2020.04.23	183.79	186.82	182.94	184.82	16190	0	0
2020.04.24	182.79	189.75	180.59	189.49	15554	0	0
2020.04.27	192.73	193.46	187.18	187.74	15249	0	0
2020.04.28	188.40	188.96	182.34	182.53	14454	0	0
2020.04.29	190.42	196.66	189.80	194.55	16656	0	0
2020.04.30	206.59	209.39	201.23	204.69	23734	0	0
2020.05.01	201.32	206.93	198.88	201.72	18098	0	0
2020.05.04	199.59	205.28	198.47	204.33	14556	0	0
2020.05.05	204.32	210.10	204.32	207.75	12901	0	0
2020.05.06	207.85	211.35	206.40	208.37	14496	0	0
2020.05.07	210.50	211.42	208.82	210.79	11506	0	0
2020.05.08	211.86	213.05	210.64	212.37	10002	0	0
2020.05.11	210.33	214.87	210.23	213.59	10399	0	0
2020.05.12	213.02	215.16	210.24	210.38	12518	0	0
2020.05.13	208.98	210.65	201.96	204.81	19299	0	0
2020.05.14	202.59	206.70	200.49	206.65	17287	0	0
2020.05.15	204.92	211.13	203.94	210.13	15117	0	0
2020.05.18	211.75	214.42	210.72	213.53	14038	0	0
2020.05.19	212.61	220.26	212.60	216.85	16439	0	0
2020.05.20	223.32	231.10	222.91	229.84	17287	0	0
2020.05.21	234.29	236.93	231.11	231.19	21478	0	0
2020.05.22	231.27	235.74	228.47	234.80	16326	0	0
2020.05.26	239.55	240.66	231.39	231.98	18541	0	0
2020.05.27	228.93	230.28	220.82	228.31	21025	0	0
2020.05.28	224.21	231.37	223.73	224.90	18389	0	0
2020.05.29	224.93	227.16	222.61	226.00	19229	0	0
2020.06.01	223.94	231.46	223.23	231.45	13764	0	0
2020.06.02	230.69	231.81	226.29	231.81	14360	0	0
2020.06.03	232.08	232.39	228.33	230.00	12127	0	0
2020.06.04	229.46	231.43	224.43	225.18	14116	0	0
2020.06.05	226.14	231.18	225.12	230.37	14714	0	0
2020.06.08	228.85	231.37	227.23	230.96	12475	0	0
2020.06.09	231.45	239.54	230.27	238.23	16163	0	0
2020.06.10	240.73	241.02	235.07	236.89	17979	0	0
2020.06.11	229.52	232.67	223.31	224.38	22931	0	0
2020.06.12	229.56	231.42	224.25	228.44	23664	0	0
2020.06.15	225.20	232.76	224.48	231.62	18581	0	0
2020.06.16	236.38	238.17	232.65	234.98	19095	0	0
2020.06.17	234.84	237.31	231.43	235.47	15089	0	0
2020.06.18	234.78	235.92	231.88	235.57	14826	0	0
2020.06.19	237.30	240.62	235.31	237.89	16634	0	0
2020.06.22	238.06	240.50	236.72	238.83	14039	0	0
2020.06.23	241.11	245.01	239.68	242.44	14072	0	0
2020.06.24	240.69	243.03	232.47	233.62	21660	0	0
2020.06.25	234.41	237.07	232.51	235.63	17161	0	0
2020.06.26	232.30	232.85	215.09	215.27	30989	0	0
2020.06.29	209.40	220.30	206.80	219.39	24785	0	0
2020.06.30	220.16	226.93	218.11	226.71	17135	0	0
2020.07.01	228.18	238.65	227.22	237.38	19746	0	0
2020.07.02	238.48	239.65	232.35	232.64	15713	0	0
2020.07.06	233.74	240.10	231.99	240.01	16606	0	0
2020.07.07	239.11	247.40	238.58	240.17	19480	0	0
2020.07.08	238.15	244.92	236.36	243.68	21255	0	0
2020.07.09	244.68	246.28	238.99	244.64	20388	0	0
2020.07.10	243.35	245.22	239.04	245.00	16100	0	0
2020.07.13	246.77	249.90	238.16	238.23	19811	0	0
2020.07.14	235.96	239.73	231.74	239.59	24614	0	0
2020.07.15	241.25	244.55	237.77	239.40	21078	0	0
2020.07.16	237.02	241.50	236.07	239.76	18419	0	0
2020.07.17	240.77	243.88	237.59	241.52	15010	0	0
2020.07.20	239.86	245.83	235.36	245.77	15754	0	0
2020.07.21	245.80	246.60	239.89	240.66	17627	0	0
2020.07.22	240.13	241.67	237.93	239.69	15255	0	0
2020.07.23	239.44	242.21	231.52	231.68	21490	0	0
2020.07.24	229.62	233.24	226.66	230.17	19148	0	0
2020.07.27	230.88	234.70	230.59	233.22	13566	0	0
2020.07.28	234.38	234.74	229.64	229.92	13881	0	0
2020.07.29	230.92	233.48	230.06	232.52	13451	0	0
2020.07.30	230.04	234.71	228.84	234.43	16293	0	0
2020.07.31	255.58	255.58	248.85	252.19	25528	0	0
2020.08.03	252.17	255.11	250.08	252.12	16414	0	0
2020.08.04	251.16	252.53	247.17	249.04	12840	0	0
2020.08.05	249.85	251.99	247.53	248.60	11922	0	0
2020.08.06	248.69	266.32	248.29	265.02	22230	0	0
2020.08.07	263.80	278.56	263.25	268.23	36513	0	0
2020.08.10	267.52	273.54	259.35	262.71	24923	0	0
2020.08.11	259.67	265.55	254.73	255.49	25045	0	0
2020.08.12	258.06	263.45	257.69	259.58	18374	0	0
2020.08.13	261.11	264.75	259.23	260.79	16882	0	0
2020.08.14	261.91	262.22	258.38	260.74	14169	0	0
2020.08.17	262.29	263.81	259.14	260.80	12707	0	0
2020.08.18	260.54	264.88	259.01	262.20	14856	0	0
2020.08.19	261.18	267.64	261.11	262.14	19432	0	0
2020.08.20	261.26	269.01	261.22	268.84	16517	0	0
2020.08.21	267.98	270.21	266.18	266.85	14943	0	0
2020.08.24	270.81	276.99	268.53	270.52	20349	0	0
2020.08.25	271.81	282.83	269.96	280.86	24110	0	0
2020.08.26	283.66	303.83	283.34	302.87	34531	0	0
2020.08.27	299.89	300.77	291.78	293.19	26893	0	0
2020.08.28	294.61	296.94	290.74	292.86	18612	0	0
2020.08.31	293.20	296.62	291.31	294.04	18819	0	0
2020.09.01	294.42	301.21	292.42	294.65	20189	0	0
2020.09.02	298.07	303.35	292.80	302.04	26230	0	0
2020.09.03	295.64	297.31	283.34	290.46	37553	0	0
2020.09.04	286.11	288.75	270.87	283.99	45646	0	0
2020.09.08	270.63	279.03	269.06	270.62	33461	0	0
2020.09.09	275.47	278.22	271.07	274.80	26008	0	0
2020.09.10	275.17	278.88	266.78	267.96	31737	0	0
2020.09.11	269.76	271.11	262.38	266.28	28975	0	0
2020.09.14	270.66	276.39	265.79	265.82	24058	0	0
2020.09.15	270.40	274.23	269.05	271.80	21943	0	0
2020.09.16	266.81	272.18	261.53	263.53	23883	0	0
2020.09.17	258.00	261.25	249.95	254.40	28749	0	0
2020.09.18	257.85	258.90	249.80	251.98	24164	0	0
2020.09.21	246.88	249.71	243.86	248.32	25542	0	0
2020.09.22	252.52	254.85	247.97	254.71	23409	0	0
2020.09.23	254.78	257.72	247.91	248.14	23351	0	0
2020.09.24	246.19	251.98	245.38	249.58	24843	0	0
2020.09.25	249.29	255.49	246.36	254.57	19615	0	0
2020.09.28	259.13	259.32	254.58	256.57	17276	0	0
2020.09.29	257.09	262.87	256.59	262.64	17251	0	0
2020.09.30	261.72	265.84	259.81	262.34	19153	0	0
2020.10.01	265.02	268.08	264.53	266.42	19613	0	0
2020.10.02	260.93	264.85	258.91	259.93	21939	0	0
2020.10.05	261.96	264.40	260.59	264.39	12464	0	0
2020.10.06	261.54	265.41	257.97	258.73	18281	0	0
2020.10.07	259.00	259.87	254.58	258.37	16494	0	0
2020.10.08	259.52	264.37	258.90	263.06	14113	0	0
2020.10.09	264.19	264.47	261.91	264.21	12161	0	0
2020.10.12	269.76	279.93	267.61	275.42	19502	0	0
2020.10.13	277.08	278.83	273.13	276.04	19409	0	0
2020.10.14	277.01	278.45	271.44	271.75	16349	0	0
2020.10.15	267.33	268.73	263.42	266.36	16431	0	0
2020.10.16	267.07	271.11	265.06	265.87	14702	0	0
2020.10.19	265.32	268.27	259.64	260.24	17304	0	0
2020.10.20	262.76	269.44	262.35	267.63	19266	0	0
2020.10.21	279.27	282.79	276.12	278.74	22769	0	0
2020.10.22	279.63	282.12	274.78	277.97	17771	0	0
2020.10.23	278.36	284.68	276.56	284.36	17774	0	0
2020.10.26	282.68	284.93	274.02	275.92	22385	0	0
2020.10.27	278.49	284.28	276.04	283.56	18030	0	0
2020.10.28	277.91	278.55	268.30	268.32	23911	0	0
2020.10.29	276.12	283.31	273.52	281.81	23363	0	0
2020.10.30	271.61	271.62	258.73	261.10	28996	0	0
2020.11.02	263.81	270.04	256.95	260.30	25694	0	0
2020.11.03	262.53	269.64	260.49	265.95	20889	0	0
2020.11.04	280.31	288.54	278.27	287.44	27535	0	0
2020.11.05	291.70	296.91	288.68	294.47	22794	0	0
2020.11.06	292.87	294.25	287.71	293.14	18939	0	0
2020.11.09	289.18	292.21	279.88	279.88	30510	0	0
2020.11.10	272.74	273.57	263.62	271.97	28174	0	0
2020.11.11	273.12	278.03	272.32	275.77	19670	0	0
2020.11.12	276.87	279.37	274.11	274.60	18116	0	0
2020.11.13	276.95	277.44	272.74	276.49	15816	0	0
2020.11.16	274.86	278.85	274.12	278.41	15773	0	0
2020.11.17	277.11	277.16	273.09	274.92	14663	0	0
2020.11.18	274.10	277.15	272.47	272.48	13976	0	0
2020.11.19	270.61	273.28	268.92	272.88	13902	0	0
2020.11.20	272.84	272.84	269.74	269.87	12187	0	0
2020.11.23	270.53	270.69	264.34	268.04	15491	0	0
2020.11.24	267.88	277.61	267.68	277.09	15348	0	0
2020.11.25	277.37	279.83	272.45	275.53	13652	0	0
2020.11.27	277.13	278.94	274.58	277.59	7764	0	0
2020.11.30	275.81	276.62	270.80	275.95	14597	0	0
2020.12.01	278.71	289.03	278.71	286.52	17289	0	0
2020.12.02	284.86	291.53	280.55	286.85	16112	0	0
2020.12.03	285.87	286.37	281.47	281.47	13878	0	0
2020.12.04	280.00	283.19	279.03	279.21	12027	0	0
2020.12.07	278.89	288.20	277.97	285.04	13624	0	0
2020.12.08	285.69	285.81	281.35	283.26	12212	0	0
2020.12.09	283.25	287.45	271.56	276.37	25127	0	0
2020.12.10	275.24	278.48	271.62	277.17	19572	0	0
2020.12.11	274.29	276.16	270.03	272.86	15642	0	0
2020.12.14	272.89	276.96	271.33	274.47	15602	0	0
2020.12.15	274.46	275.80	267.20	275.76	16935	0	0
2020.12.16	274.35	277.60	272.25	275.49	13692	0	0
2020.12.17	276.85	280.19	273.38	274.20	14292	0	0
2020.12.18	275.36	276.28	270.92	276.09	14359	0	0
2020.12.21	272.37	274.39	267.57	271.83	15727	0	0
2020.12.22	271.21	271.21	264.43	266.38	15134	0	0
2020.12.23	266.71	271.95	265.99	268.11	12820	0	0
2020.12.24	268.48	270.16	266.01	267.04	6653	0	0
2020.12.28	268.48	277.10	265.46	276.76	16638	0	0
2020.12.29	276.64	280.33	276.13	276.77	16039	0	0
2020.12.30	277.74	277.91	271.86	271.86	11186	0	0
2020.12.31	271.69	276.90	269.63	272.70	14111	0	0
2021.01.04	274.61	274.62	265.01	268.73	20551	0	0
2021.01.05	268.11	272.21	267.83	270.69	14156	0	0
2021.01.06	261.49	267.53	259.85	263.76	20604	0	0
2021.01.07	265.84	271.39	264.49	269.23	15172	0	0
2021.01.08	268.03	268.66	262.88	267.27	18642	0	0
2021.01.11	259.79	263.15	255.68	257.05	20138	0	0
2021.01.12	256.61	259.41	250.04	250.76	18170	0	0
2021.01.13	251.35	253.69	248.95	251.31	15469	0	0
2021.01.14	253.07	254.77	244.54	244.89	16542	0	0
2021.01.15	247.77	253.61	246.93	251.54	18621	0	0
2021.01.19	256.59	261.98	252.50	261.29	16263	0	0
2021.01.20	268.14	270.05	263.38	267.63	19017	0	0
2021.01.21	268.97	273.31	267.26	272.78	16083	0	0
2021.01.22	271.77	278.18	271.57	274.64	16937	0	0
2021.01.25	277.94	279.85	271.28	277.68	20225	0	0
2021.01.26	277.88	285.11	277.60	281.80	18555	0	0
2021.01.27	281.99	283.10	267.84	271.30	28788	0	0
2021.01.28	276.30	286.49	264.77	265.46	34342	0	0
2021.01.29	264.97	265.87	254.48	259.05	27391	0	0
2021.02.01	259.14	263.77	254.54	263.28	22319	0	0
2021.02.02	263.48	268.45	262.88	267.23	19085	0	0
2021.02.03	265.29	268.92	263.48	266.66	18858	0	0
2021.02.04	266.97	267.87	263.72	265.83	15381	0	0
2021.02.05	266.61	268.99	265.41	267.84	14939	0	0
2021.02.08	268.61	269.67	264.86	266.59	13854	0	0
2021.02.09	266.18	273.23	265.48	268.67	14315	0	0
2021.02.10	272.20	273.59	267.57	271.01	17778	0	0
2021.02.11	271.39	273.42	268.32	270.12	13931	0	0
2021.02.12	270.36	270.91	268.20	269.99	12058	0	0
2021.02.16	269.96	276.42	269.93	273.77	15884	0	0
2021.02.17	270.35	273.83	269.43	273.34	14677	0	0
2021.02.18	269.05	271.77	265.87	269.45	16873	0	0
2021.02.19	269.51	269.84	259.98	261.28	16256	0	0
2021.02.22	257.62	262.86	257.34	260.46	18067	0	0
2021.02.23	259.20	267.23	254.74	265.70	25168	0	0
2021.02.24	262.02	266.13	258.16	264.27	19609	0	0
2021.02.25	262.07	266.65	253.77	255.27	26415	0	0
2021.02.26	256.29	265.23	256.22	260.02	25843	0	0
2021.03.01	260.02	266.38	257.55	264.58	17465	0	0
2021.03.02	264.59	266.35	259.01	259.10	18439	0	0
2021.03.03	259.79	260.55	254.77	255.34	23885	0	0
2021.03.04	255.88	266.14	252.98	256.31	36228	0	0
2021.03.05	260.65	265.09	255.25	264.35	31642	0	0
2021.03.08	264.77	265.00	255.51	255.60	24884	0	0
2021.03.09	260.41	268.17	259.46	266.25	18039	0	0
2021.03.10	267.80	268.64	262.51	264.43	21513	0	0
2021.03.11	267.62	277.60	267.37	273.66	16935	0	0
2021.03.12	268.09	269.44	263.72	267.75	16525	0	0
2021.03.15	268.53	275.69	268.03	272.99	15626	0	0
2021.03.16	275.47	281.85	274.54	279.70	19168	0	0
2021.03.17	275.01	285.91	275.01	283.59	22042	0	0
2021.03.18	279.43	284.91	278.00	278.56	21767	0	0
2021.03.19	281.19	292.43	281.19	290.05	23442	0	0
2021.03.22	289.82	299.37	286.42	293.52	22697	0	0
2021.03.23	293.48	297.61	289.90	290.52	24807	0	0
2021.03.24	290.09	291.54	281.57	281.60	21835	0	0
2021.03.25	280.67	287.68	277.78	278.45	25345	0	0
2021.03.26	277.89	284.16	277.46	281.93	22349	0	0
2021.03.29	284.27	292.80	282.99	289.87	28153	0	0
2021.03.30	289.39	292.10	286.78	286.80	19787	0	0
2021.03.31	289.37	296.17	288.24	294.00	16624	0	0
2021.04.01	298.72	301.93	296.28	298.14	16920	0	0
2021.04.05	300.37	310.44	300.10	308.61	20907	0	0
2021.04.06	308.35	310.96	305.13	305.16	16560	0	0
2021.04.07	306.20	313.90	304.90	312.47	17243	0	0
2021.04.08	314.37	315.48	309.71	312.84	16921	0	0
2021.04.09	310.40	314.40	310.00	311.94	14690	0	0
2021.04.12	310.15	311.61	307.64	311.05	14126	0	0
2021.04.13	311.87	314.11	308.97	309.24	12864	0	0
2021.04.14	306.59	307.52	301.65	302.26	16254	0	0
2021.04.15	305.26	309.81	303.67	307.20	15881	0	0
2021.04.16	307.88	308.42	304.33	305.73	12656	0	0
2021.04.19	304.94	307.35	300.17	301.04	17884	0	0
2021.04.20	301.26	304.71	296.88	302.47	19547	0	0
2021.04.21	300.92	301.27	297.02	300.99	14787	0	0
2021.04.22	300.92	302.55	295.74	296.06	17375	0	0
2021.04.23	297.99	302.28	296.83	301.24	13821	0	0
2021.04.26	302.53	305.37	301.24	302.42	14054	0	0
2021.04.27	303.98	305.02	300.94	303.89	14857	0	0
2021.04.28	307.32	310.31	305.05	307.46	20028	0	0
2021.04.29	330.97	330.97	321.27	329.71	26768	0	0
2021.04.30	326.44	329.42	324.18	324.30	17610	0	0
2021.05.03	325.97	328.14	321.64	321.98	16337	0	0
2021.05.04	320.60	321.73	312.79	317.15	21186	0	0
2021.05.05	318.74	320.68	314.14	314.39	18188	0	0
2021.05.06	313.88	319.28	312.93	319.12	21821	0	0
2021.05.07	322.25	322.52	318.62	319.50	16708	0	0
2021.05.10	313.80	313.89	304.57	306.01	18426	0	0
2021.05.11	300.45	306.79	299.58	306.61	22189	0	0
2021.05.12	301.28	304.70	297.89	301.62	23182	0	0
2021.05.13	305.59	308.77	302.69	305.84	21559	0	0
2021.05.14	308.93	316.61	308.62	316.54	15471	0	0
2021.05.17	313.29	315.63	311.49	315.19	17162	0	0
2021.05.18	315.38	316.40	310.24	310.44	15023	0	0
2021.05.19	304.65	314.40	303.97	313.05	21347	0	0
2021.05.20	313.50	319.12	313.49	319.02	14802	0	0
2021.05.21	319.39	319.59	315.62	315.82	14006	0	0
2021.05.24	318.00	325.92	316.91	325.09	13452	0	0
2021.05.25	324.91	328.91	324.41	327.26	16212	0	0
2021.05.26	327.63	329.79	325.85	327.25	12523	0	0
2021.05.27	327.80	332.67	326.31	331.61	14912	0	0
2021.05.28	331.46	332.82	328.32	328.48	12748	0	0
2021.06.01	329.45	331.18	326.45	329.28	13299	0	0
2021.06.02	329.73	331.58	326.96	328.59	13839	0	0
2021.06.03	325.75	327.21	323.28	325.72	16314	0	0
2021.06.04	325.48	332.26	324.92	330.26	13044	0	0
2021.06.07	329.22	337.50	328.71	336.01	17378	0	0
2021.06.08	336.77	338.07	332.04	333.46	14965	0	0
2021.06.09	334.84	336.53	330.02	330.34	13873	0	0
2021.06.10	330.73	333.75	328.32	332.51	14326	0	0
2021.06.11	331.62	332.57	328.76	330.97	12054	0	0
2021.06.14	330.79	336.56	329.51	336.55	12756	0	0
2021.06.15	337.04	339.72	334.86	336.37	14896	0	0
2021.06.16	335.74	337.33	328.51	330.46	16727	0	0
2021.06.17	330.47	337.77	330.28	336.49	16746	0	0
2021.06.18	335.29	335.75	329.95	330.01	17190	0	0
2021.06.21	330.03	332.68	327.32	332.40	14245	0	0
2021.06.22	332.91	339.71	332.24	339.56	14016	0	0
2021.06.23	338.42	343.18	337.88	340.34	14779	0	0
2021.06.24	341.81	344.68	341.50	342.97	13036	0	0
2021.06.25	342.11	343.49	339.46	341.02	11860	0	0
2021.06.28	341.43	357.88	341.37	355.47	18364	0	0
2021.06.29	355.85	356.44	348.79	350.98	18265	0	0
2021.06.30	351.91	352.59	346.96	347.44	13151	0	0
2021.07.01	346.35	354.39	346.28	353.84	15605	0	0
2021.07.02	354.76	356.13	352.34	354.42	12850	0	0
2021.07.06	356.37	358.31	348.88	352.77	13943	0	0
2021.07.07	354.92	356.23	350.04	350.04	15904	0	0
2021.07.08	345.21	348.07	342.26	344.66	18870	0	0
2021.07.09	345.18	350.46	344.94	350.29	13551	0	0
2021.07.12	350.05	353.96	349.38	352.66	13070	0	0
2021.07.13	351.04	355.03	348.47	351.49	14356	0	0
2021.07.14	354.76	354.79	346.48	346.97	13626	0	0
2021.07.15	348.22	348.55	340.02	343.58	17184	0	0
2021.07.16	344.72	345.72	339.88	340.88	13714	0	0
2021.07.19	336.35	339.52	334.24	335.80	19580	0	0
2021.07.20	338.07	343.20	334.22	342.23	13508	0	0
2021.07.21	341.25	346.00	340.76	345.95	11519	0	0
2021.07.22	346.66	351.32	344.99	351.02	12669	0	0
2021.07.23	360.13	375.00	357.01	369.42	22984	0	0
