<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.11.14	177.97	178.89	177.12	178.02	5466	0	0
2017.11.15	176.63	178.48	176.33	177.52	5649	0	0
2017.11.16	178.73	179.77	178.44	179.64	4470	0	0
2017.11.17	179.21	179.92	178.82	179.05	4375	0	0
2017.11.20	178.86	179.43	178.06	178.53	4566	0	0
2017.11.21	178.99	181.71	178.88	181.70	4642	0	0
2017.11.22	181.45	181.65	180.39	180.92	3831	0	0
2017.11.24	180.34	183.05	180.31	182.72	2571	0	0
2017.11.27	182.61	183.67	181.91	183.08	4340	0	0
2017.11.28	183.46	184.18	182.04	182.27	5060	0	0
2017.11.29	181.90	181.90	173.82	175.24	12819	0	0
2017.11.30	176.76	178.17	175.11	177.04	8191	0	0
2017.12.01	175.70	177.33	172.25	175.02	10455	0	0
2017.12.04	176.29	176.42	170.66	171.20	10857	0	0
2017.12.05	169.96	175.13	168.85	172.36	10270	0	0
2017.12.06	172.13	176.51	171.74	175.94	9037	0	0
2017.12.07	175.86	179.96	175.77	179.93	7049	0	0
2017.12.08	181.27	182.13	178.62	179.04	6033	0	0
2017.12.11	179.15	180.13	178.75	178.88	4993	0	0
2017.12.12	178.50	179.08	176.53	176.59	6237	0	0
2017.12.13	177.28	179.06	177.23	178.36	6961	0	0
2017.12.14	178.22	180.25	177.60	178.34	7144	0	0
2017.12.15	178.72	180.42	178.26	179.93	5176	0	0
2017.12.18	181.00	181.19	179.68	180.52	5470	0	0
2017.12.19	179.86	180.00	178.15	179.50	5995	0	0
2017.12.20	179.69	179.69	177.29	177.90	5737	0	0
2017.12.21	177.83	178.60	176.97	177.27	4975	0	0
2017.12.22	177.02	177.46	176.18	177.09	4703	0	0
2017.12.26	176.47	176.88	174.61	175.74	4641	0	0
2017.12.27	175.89	178.29	175.89	177.52	4764	0	0
2017.12.28	177.90	178.87	177.61	177.95	3511	0	0
2017.12.29	177.51	178.76	176.45	176.51	4000	0	0
2018.01.02	177.72	181.49	177.71	181.41	5515	0	0
2018.01.03	181.87	184.63	181.24	184.61	4988	0	0
2018.01.04	184.78	186.13	184.02	184.57	5676	0	0
2018.01.05	185.40	186.70	184.87	186.67	4523	0	0
2018.01.08	187.29	188.73	186.27	188.21	5039	0	0
2018.01.09	188.59	188.66	187.04	187.81	5413	0	0
2018.01.10	186.75	187.81	185.56	187.61	5631	0	0
2018.01.11	187.95	188.21	187.32	187.56	4228	0	0
2018.01.12	177.69	181.29	177.35	179.34	8188	0	0
2018.01.16	181.47	181.49	177.93	178.18	8223	0	0
2018.01.17	179.09	179.09	175.69	177.35	7476	0	0
2018.01.18	177.52	180.84	176.97	179.95	6561	0	0
2018.01.19	180.02	182.19	180.02	180.93	6036	0	0
2018.01.22	180.61	185.18	180.17	184.97	5484	0	0
2018.01.23	184.99	189.41	184.99	189.26	7055	0	0
2018.01.24	189.32	190.53	186.57	186.73	10373	0	0
2018.01.25	187.98	188.50	186.51	187.31	7683	0	0
2018.01.26	187.55	189.80	186.70	189.72	5219	0	0
2018.01.29	188.58	188.69	185.53	185.97	6834	0	0
2018.01.30	182.45	188.03	181.83	187.19	9694	0	0
2018.01.31	188.24	189.70	185.11	186.40	7962	0	0
2018.02.01	188.59	195.01	188.49	192.82	12250	0	0
2018.02.02	192.02	194.06	189.97	190.00	11732	0	0
2018.02.05	186.68	190.44	180.45	182.39	16556	0	0
2018.02.06	177.95	185.51	177.59	184.55	26746	0	0
2018.02.07	183.40	184.84	179.75	180.53	14202	0	0
2018.02.08	180.72	181.49	172.15	172.66	19986	0	0
2018.02.09	174.40	176.46	166.91	175.74	25833	0	0
2018.02.12	175.71	177.26	171.19	175.90	14097	0	0
2018.02.13	176.01	176.01	173.26	173.44	9861	0	0
2018.02.14	173.22	179.52	173.13	179.29	11230	0	0
2018.02.15	179.33	180.06	176.41	179.25	10031	0	0
2018.02.16	179.26	179.68	176.18	177.67	9731	0	0
2018.02.20	177.67	177.82	174.99	176.18	9648	0	0
2018.02.21	176.19	180.98	176.19	178.56	10109	0	0
2018.02.22	178.59	180.09	177.29	178.86	10702	0	0
2018.02.23	178.93	183.08	178.93	182.83	6976	0	0
2018.02.26	182.87	185.52	182.87	184.23	7837	0	0
2018.02.27	184.25	184.57	181.54	181.74	9936	0	0
2018.02.28	181.75	182.78	178.24	178.31	8980	0	0
2018.03.01	178.31	180.02	174.16	176.21	14365	0	0
2018.03.02	176.25	176.81	172.88	176.77	11904	0	0
2018.03.05	176.30	181.01	175.75	180.18	9459	0	0
2018.03.06	180.22	182.21	178.96	179.30	9697	0	0
2018.03.07	179.29	183.64	177.95	183.50	9242	0	0
2018.03.08	183.37	184.26	181.34	181.82	7972	0	0
2018.03.09	181.82	185.40	181.82	185.12	6253	0	0
2018.03.12	185.11	185.87	184.12	184.66	6978	0	0
2018.03.13	184.66	185.86	181.04	181.84	9547	0	0
2018.03.14	182.49	184.12	181.76	184.01	9918	0	0
2018.03.15	184.01	184.01	182.12	183.64	7133	0	0
2018.03.16	184.17	185.22	183.31	185.05	6443	0	0
2018.03.19	176.40	176.73	169.93	171.92	14022	0	0
2018.03.20	167.01	169.84	161.80	167.19	18488	0	0
2018.03.21	163.92	172.95	163.09	169.55	18085	0	0
2018.03.22	165.94	169.78	163.45	164.89	16817	0	0
2018.03.23	165.15	166.79	158.61	158.80	15753	0	0
2018.03.26	160.38	160.77	148.42	160.16	22359	0	0
2018.03.27	155.99	162.50	150.46	151.81	21445	0	0
2018.03.28	151.05	155.55	150.51	152.99	21118	0	0
2018.03.29	154.80	160.88	153.85	159.40	14012	0	0
2018.04.02	157.40	158.88	153.88	155.47	14680	0	0
2018.04.03	156.37	157.15	150.59	155.80	15359	0	0
2018.04.04	151.80	155.35	150.30	155.21	15318	0	0
2018.04.05	161.29	161.29	156.45	159.49	13281	0	0
2018.04.06	156.93	161.20	156.61	157.57	14261	0	0
2018.04.09	157.67	160.32	155.84	158.07	10226	0	0
2018.04.10	157.70	165.76	156.84	164.98	13855	0	0
2018.04.11	165.13	168.47	163.09	166.12	14458	0	0
2018.04.12	166.89	167.27	162.93	163.82	11086	0	0
2018.04.13	164.46	165.54	163.61	164.51	8753	0	0
2018.04.16	165.41	165.50	163.24	164.91	7501	0	0
2018.04.17	165.72	168.89	165.53	168.40	6741	0	0
2018.04.18	166.63	168.00	165.66	166.20	7505	0	0
2018.04.19	165.92	168.23	165.12	168.02	8154	0	0
2018.04.20	167.65	168.32	165.73	166.00	8028	0	0
2018.04.23	167.01	168.36	165.00	165.59	8703	0	0
2018.04.24	165.21	165.98	158.07	159.53	12985	0	0
2018.04.25	159.97	160.88	156.06	159.46	12967	0	0
2018.04.26	172.76	176.04	170.45	173.85	12540	0	0
2018.04.27	176.60	176.85	172.40	173.65	10156	0	0
2018.04.30	173.59	175.48	171.52	172.10	9792	0	0
2018.05.01	171.51	173.55	170.05	173.55	10237	0	0
2018.05.02	174.18	177.95	174.04	175.94	10150	0	0
2018.05.03	175.08	175.94	171.99	174.03	11745	0	0
2018.05.04	173.06	176.80	172.94	176.18	8269	0	0
2018.05.07	177.09	179.34	177.05	177.64	6891	0	0
2018.05.08	178.13	178.91	176.99	178.56	8419	0	0
2018.05.09	179.51	182.90	178.68	182.27	6672	0	0
2018.05.10	182.96	186.03	182.40	185.19	7321	0	0
2018.05.11	184.68	188.20	184.08	186.70	7659	0	0
2018.05.14	187.59	187.75	186.11	186.34	6545	0	0
2018.05.15	184.55	185.13	183.11	184.08	7732	0	0
2018.05.16	183.60	184.20	182.66	182.79	6305	0	0
2018.05.17	182.53	183.95	182.14	183.49	6972	0	0
2018.05.18	183.21	184.09	182.63	182.78	6253	0	0
2018.05.21	183.60	185.20	183.06	184.51	6183	0	0
2018.05.22	184.69	185.33	183.35	183.60	5686	0	0
2018.05.23	182.23	186.64	182.11	186.49	6541	0	0
2018.05.24	185.85	186.71	184.95	185.58	6258	0	0
2018.05.25	185.95	186.24	184.38	184.80	5150	0	0
2018.05.29	184.03	186.73	183.64	185.76	8727	0	0
2018.05.30	185.93	187.90	185.16	187.76	5403	0	0
2018.05.31	187.59	192.62	187.39	191.22	8253	0	0
2018.06.01	192.88	194.43	191.98	193.83	5946	0	0
2018.06.04	191.40	193.87	191.40	193.37	6237	0	0
2018.06.05	194.25	194.90	192.53	192.93	5716	0	0
2018.06.06	190.81	192.41	189.00	191.24	7710	0	0
2018.06.07	190.70	190.80	186.66	188.17	8557	0	0
2018.06.08	187.11	189.38	186.32	189.17	5618	0	0
2018.06.11	188.81	192.47	188.71	191.39	5699	0	0
2018.06.12	191.65	193.17	191.46	192.18	5147	0	0
2018.06.13	192.41	194.41	191.81	192.76	6573	0	0
2018.06.14	193.00	197.19	192.80	196.57	6380	0	0
2018.06.15	195.47	196.98	194.57	195.44	6860	0	0
2018.06.18	194.67	199.47	194.05	198.16	6797	0	0
2018.06.19	196.06	197.85	193.69	197.32	7996	0	0
2018.06.20	198.86	203.43	198.69	201.66	8476	0	0
2018.06.21	202.67	203.21	199.97	201.37	9243	0	0
2018.06.22	200.91	202.11	199.18	201.71	7736	0	0
2018.06.25	199.78	199.79	192.97	196.39	12476	0	0
2018.06.26	197.36	198.82	196.09	198.27	9786	0	0
2018.06.27	199.08	200.59	196.22	196.52	10644	0	0
2018.06.28	194.67	197.19	193.13	196.03	11259	0	0
2018.06.29	197.18	197.18	193.82	194.16	7660	0	0
2018.07.02	193.09	197.04	192.09	196.75	9520	0	0
2018.07.03	194.51	195.26	192.41	192.61	6808	0	0
2018.07.05	194.39	198.03	193.91	198.01	9099	0	0
2018.07.06	198.30	203.43	197.54	202.93	7629	0	0
2018.07.09	204.72	205.63	202.00	204.53	8312	0	0
2018.07.10	204.32	204.77	202.14	203.56	6571	0	0
2018.07.11	202.05	204.37	201.65	202.70	7500	0	0
2018.07.12	203.41	206.76	203.10	206.71	6760	0	0
2018.07.13	207.78	208.30	206.35	207.29	5518	0	0
2018.07.16	207.26	208.62	206.83	206.99	6641	0	0
2018.07.17	204.78	210.37	204.77	209.74	6661	0	0
2018.07.18	209.88	210.90	208.35	209.68	6549	0	0
2018.07.19	208.49	209.87	207.69	207.98	7128	0	0
2018.07.20	208.72	211.25	208.43	209.71	6243	0	0
2018.07.23	210.52	211.52	208.72	210.95	6694	0	0
2018.07.24	215.09	216.11	212.39	214.52	10165	0	0
2018.07.25	215.70	218.25	214.17	217.76	8182	0	0
2018.07.26	177.82	179.76	173.19	175.69	15559	0	0
2018.07.27	179.52	179.54	172.67	174.31	9042	0	0
2018.07.30	174.88	174.88	166.24	170.15	14195	0	0
2018.07.31	170.18	173.87	169.88	172.08	11630	0	0
2018.08.01	173.67	174.72	170.70	171.56	10457	0	0
2018.08.02	170.48	176.59	170.08	176.22	7495	0	0
2018.08.03	177.64	178.65	176.01	177.58	7379	0	0
2018.08.06	178.92	185.22	178.25	185.13	10713	0	0
2018.08.07	186.57	188.15	183.59	183.66	8069	0	0
2018.08.08	184.58	186.71	183.65	185.54	7339	0	0
2018.08.09	185.76	186.41	182.38	182.80	6325	0	0
2018.08.10	181.90	181.91	179.30	180.27	7484	0	0
2018.08.13	179.85	182.49	178.93	180.16	8051	0	0
2018.08.14	180.75	181.88	178.52	180.91	6991	0	0
2018.08.15	179.04	180.75	174.90	178.82	11011	0	0
2018.08.16	180.03	180.36	173.89	174.13	7746	0	0
2018.08.17	174.38	176.07	171.92	173.73	8885	0	0
2018.08.20	173.89	174.41	170.78	172.47	8154	0	0
2018.08.21	172.68	174.03	171.26	172.55	6961	0	0
2018.08.22	172.06	174.11	172.00	173.53	5918	0	0
2018.08.23	173.03	175.43	172.77	172.90	7167	0	0
2018.08.24	173.53	174.71	172.83	174.69	5871	0	0
2018.08.27	175.78	178.55	175.68	177.18	6495	0	0
2018.08.28	177.97	178.12	175.81	175.99	6106	0	0
2018.08.29	175.99	176.65	174.65	175.66	6355	0	0
2018.08.30	175.70	179.68	175.65	177.43	8780	0	0
2018.08.31	177.15	177.21	174.88	175.63	7174	0	0
2018.09.04	173.19	173.64	168.71	170.85	9419	0	0
2018.09.05	169.10	171.01	166.57	167.02	9649	0	0
2018.09.06	166.61	166.73	160.28	162.49	11513	0	0
2018.09.07	160.12	164.47	160.12	162.80	9064	0	0
2018.09.10	163.27	164.87	162.00	163.94	7699	0	0
2018.09.11	163.69	167.06	163.60	165.76	7265	0	0
2018.09.12	163.07	164.33	161.70	161.97	7572	0	0
2018.09.13	161.97	163.18	160.78	161.15	7149	0	0
2018.09.14	161.61	162.72	160.24	162.41	6467	0	0
2018.09.17	161.74	161.96	159.68	160.37	7131	0	0
2018.09.18	159.25	161.66	159.25	160.25	6875	0	0
2018.09.19	159.97	163.34	159.41	163.27	6578	0	0
2018.09.20	164.51	166.34	164.37	166.03	7078	0	0
2018.09.21	166.84	167.13	162.92	163.16	6759	0	0
2018.09.24	161.12	165.48	160.96	165.19	7893	0	0
2018.09.25	161.95	165.49	161.05	164.80	8838	0	0
2018.09.26	164.20	169.19	164.15	166.84	8114	0	0
2018.09.27	167.45	171.67	167.45	169.01	7540	0	0
2018.09.28	167.93	168.69	162.43	164.00	9525	0	0
2018.10.01	162.87	165.72	161.13	162.02	8347	0	0
2018.10.02	161.41	162.12	158.54	158.85	8579	0	0
2018.10.03	159.84	163.52	159.40	162.08	7967	0	0
2018.10.04	161.15	161.20	157.22	158.68	9273	0	0
2018.10.05	158.46	160.73	156.08	157.58	10755	0	0
2018.10.08	155.07	158.20	154.27	157.29	10609	0	0
2018.10.09	157.61	160.44	157.61	158.18	9802	0	0
2018.10.10	156.87	157.49	151.92	151.92	13772	0	0
2018.10.11	149.89	154.43	149.89	153.85	17550	0	0
2018.10.12	156.37	156.46	151.13	153.82	13777	0	0
2018.10.15	153.08	155.40	152.39	153.79	9689	0	0
2018.10.16	155.07	159.18	154.85	159.18	8182	0	0
2018.10.17	159.50	160.27	157.83	159.33	10246	0	0
2018.10.18	158.43	158.44	153.17	154.67	10851	0	0
2018.10.19	155.49	157.16	153.44	154.15	10149	0	0
2018.10.22	154.63	157.21	154.35	154.92	9570	0	0
2018.10.23	150.90	154.62	150.73	153.99	11970	0	0
2018.10.24	154.11	154.47	145.70	145.80	12048	0	0
2018.10.25	147.48	151.89	146.86	151.00	10865	0	0
2018.10.26	145.58	148.82	143.63	145.50	15295	0	0
2018.10.29	148.04	148.63	138.85	141.51	13913	0	0
2018.10.30	139.90	146.33	139.63	146.22	15568	0	0
2018.10.31	154.98	155.84	148.76	151.93	17409	0	0
2018.11.01	151.37	152.51	149.12	151.24	11062	0	0
2018.11.02	151.55	153.90	148.75	150.54	11395	0	0
2018.11.05	149.82	149.90	147.26	148.55	8847	0	0
2018.11.06	149.24	150.77	147.89	149.84	8553	0	0
2018.11.07	151.56	152.86	149.71	150.91	8761	0	0
2018.11.08	150.41	150.71	146.62	147.16	8613	0	0
2018.11.09	146.35	147.63	143.97	144.94	8949	0	0
2018.11.12	144.73	144.86	140.35	141.14	10112	0	0
2018.11.13	141.76	144.74	141.50	142.25	10628	0	0
2018.11.14	143.50	145.43	141.44	144.13	11622	0	0
2018.11.15	141.95	144.69	140.74	143.47	12070	0	0
2018.11.16	141.01	141.58	137.63	139.26	10667	0	0
2018.11.19	137.11	137.53	131.05	131.28	13896	0	0
2018.11.20	126.70	133.95	126.69	132.08	15397	0	0
2018.11.21	133.94	136.99	133.94	134.65	9631	0	0
2018.11.23	133.46	134.26	131.09	131.48	4928	0	0
2018.11.26	132.73	136.85	132.64	136.55	8103	0	0
2018.11.27	135.60	136.43	133.60	134.67	8468	0	0
2018.11.28	136.18	136.68	131.73	136.40	9541	0	0
2018.11.29	135.84	139.82	135.55	138.82	9270	0	0
2018.11.30	138.24	140.84	137.24	140.73	7259	0	0
2018.12.03	142.87	143.54	140.64	140.82	7926	0	0
2018.12.04	140.52	143.23	137.05	137.89	9757	0	0
2018.12.06	133.58	139.42	133.56	139.30	13159	0	0
2018.12.07	139.30	140.70	136.50	137.46	11481	0	0
2018.12.10	139.53	142.64	138.72	142.00	12583	0	0
2018.12.11	143.62	143.62	140.93	141.86	10425	0	0
2018.12.12	142.88	147.00	142.37	145.11	8647	0	0
2018.12.13	145.42	145.63	143.07	144.52	8521	0	0
2018.12.14	143.16	145.88	142.37	144.46	8584	0	0
2018.12.17	142.97	144.80	138.30	139.58	10733	0	0
2018.12.18	140.78	145.76	139.71	144.53	10600	0	0
2018.12.19	141.05	144.73	132.95	133.74	17957	0	0
2018.12.20	130.34	135.23	129.81	132.54	17076	0	0
2018.12.21	132.29	134.18	123.21	124.51	16648	0	0
2018.12.24	122.88	129.46	122.88	123.76	9801	0	0
2018.12.26	125.85	133.74	125.74	133.63	14055	0	0
2018.12.27	132.21	134.68	129.45	133.36	13277	0	0
2018.12.28	135.13	135.68	131.99	132.33	12469	0	0
2018.12.31	134.17	134.35	129.77	130.38	9280	0	0
2019.01.02	128.31	137.31	128.31	135.50	11501	0	0
2019.01.03	134.51	136.93	130.96	131.32	12199	0	0
2019.01.04	133.83	137.83	133.60	137.44	10442	0	0
2019.01.07	137.44	138.71	135.77	138.09	8304	0	0
2019.01.08	139.76	142.94	139.39	142.31	9876	0	0
2019.01.09	142.67	144.55	141.11	143.81	10094	0	0
2019.01.10	142.89	144.42	140.71	144.08	8344	0	0
2019.01.11	143.33	145.20	142.44	143.57	6601	0	0
2019.01.14	141.68	146.42	141.15	145.45	7975	0	0
2019.01.15	146.46	150.38	145.89	148.79	9486	0	0
2019.01.16	148.80	149.47	146.88	147.39	7733	0	0
2019.01.17	146.95	148.89	146.40	148.04	7886	0	0
2019.01.18	149.66	152.27	148.46	149.67	8849	0	0
2019.01.22	148.91	151.39	146.27	146.92	9143	0	0
2019.01.23	148.32	148.60	142.95	143.98	8649	0	0
2019.01.24	144.40	146.31	142.41	145.76	9870	0	0
2019.01.25	147.20	149.72	146.41	149.07	7429	0	0
2019.01.28	147.90	148.81	146.09	147.16	7387	0	0
2019.01.29	147.81	147.81	143.31	143.79	7080	0	0
2019.01.30	146.07	150.81	145.51	150.05	9607	0	0
2019.01.31	165.79	171.23	165.15	167.13	14676	0	0
2019.02.01	165.56	168.85	165.56	165.63	10035	0	0
2019.02.04	165.38	168.98	163.45	168.76	8339	0	0
2019.02.05	168.93	171.75	168.48	170.77	8324	0	0
2019.02.06	170.97	172.24	169.17	170.60	6972	0	0
2019.02.07	167.80	169.09	165.14	165.82	9136	0	0
2019.02.08	164.27	167.14	164.10	166.82	8254	0	0
2019.02.11	167.68	168.16	165.01	165.97	7465	0	0
2019.02.12	166.78	168.23	164.41	164.74	7668	0	0
2019.02.13	165.31	166.12	163.64	163.76	6820	0	0
2019.02.14	163.11	164.78	162.15	164.00	8504	0	0
2019.02.15	164.29	164.47	160.77	161.81	7901	0	0
2019.02.19	160.42	164.06	160.25	162.44	6236	0	0
2019.02.20	161.93	163.63	161.17	162.59	7604	0	0
2019.02.21	161.84	162.15	159.50	159.79	7167	0	0
2019.02.22	160.33	162.32	160.20	161.49	6564	0	0
2019.02.25	163.00	165.97	162.82	165.11	7352	0	0
2019.02.26	164.27	166.13	163.71	163.73	7860	0	0
2019.02.27	162.75	163.84	160.31	162.43	7413	0	0
2019.02.28	162.31	163.41	160.76	161.17	6796	0	0
2019.03.01	162.22	163.04	161.58	162.01	5820	0	0
2019.03.04	163.78	167.20	163.65	167.19	9604	0	0
2019.03.05	167.22	171.76	166.62	171.60	7866	0	0
2019.03.06	172.99	173.32	171.12	172.06	7656	0	0
2019.03.07	171.29	171.61	167.48	168.18	8870	0	0
2019.03.08	166.01	169.48	165.86	169.32	9043	0	0
2019.03.11	171.56	174.18	171.45	171.85	6753	0	0
2019.03.12	171.81	173.66	171.10	171.84	5848	0	0
2019.03.13	172.58	173.93	172.15	173.36	6573	0	0
2019.03.14	169.24	171.04	168.04	169.97	7047	0	0
2019.03.15	169.97	169.97	162.40	165.95	9691	0	0
2019.03.18	165.95	165.95	159.17	160.05	9868	0	0
2019.03.19	161.20	163.71	160.72	160.87	8272	0	0
2019.03.20	161.34	166.02	161.04	165.33	9227	0	0
2019.03.21	165.33	166.28	163.66	165.87	7940	0	0
2019.03.22	165.87	167.29	163.96	164.37	9324	0	0
2019.03.25	164.37	166.37	161.83	165.72	8928	0	0
2019.03.26	165.72	169.34	165.72	167.60	8586	0	0
2019.03.27	167.97	168.84	164.68	165.75	8466	0	0
2019.03.28	164.39	166.59	163.15	165.78	7276	0	0
2019.03.29	165.78	167.05	164.69	166.32	6302	0	0
2019.04.01	166.32	168.80	166.32	168.40	6136	0	0
2019.04.02	168.40	174.80	168.40	174.14	8161	0	0
2019.04.03	174.14	177.85	172.83	173.16	11690	0	0
2019.04.04	173.16	177.90	173.16	175.90	8905	0	0
2019.04.05	176.81	176.89	174.98	175.46	6505	0	0
2019.04.08	175.46	175.46	174.12	174.74	6200	0	0
2019.04.09	174.74	179.09	174.74	177.62	8583	0	0
2019.04.10	177.62	178.64	176.44	177.48	6547	0	0
2019.04.11	178.05	178.27	176.88	177.17	6456	0	0
2019.04.12	177.17	179.52	177.17	178.95	6300	0	0
2019.04.15	178.69	180.39	176.72	179.55	6406	0	0
2019.04.16	179.55	180.07	178.11	178.96	6837	0	0
2019.04.17	178.96	180.59	178.25	178.61	7378	0	0
2019.04.18	178.61	178.73	177.24	177.89	6116	0	0
2019.04.22	178.75	181.56	178.65	181.46	6578	0	0
2019.04.23	181.93	184.12	181.31	183.58	7556	0	0
2019.04.24	184.19	185.02	181.54	182.34	9906	0	0
2019.04.25	196.62	198.31	191.98	193.59	16652	0	0
2019.04.26	192.53	192.77	188.96	191.10	10468	0	0
2019.04.29	191.10	195.31	190.62	194.96	8825	0	0
2019.04.30	194.96	197.26	192.17	193.12	11431	0	0
2019.05.01	194.43	196.06	192.96	193.03	9284	0	0
2019.05.02	193.05	193.88	189.59	192.37	10365	0	0
2019.05.03	193.99	196.06	193.58	195.33	7715	0	0
2019.05.06	195.33	195.33	190.89	193.73	9774	0	0
2019.05.07	192.72	192.72	187.73	189.30	12118	0	0
2019.05.08	189.59	190.61	188.40	189.24	10455	0	0
2019.05.09	187.39	189.63	185.94	188.64	12875	0	0
2019.05.10	188.64	189.31	184.49	187.82	12782	0	0
2019.05.13	183.79	185.27	180.73	181.36	12457	0	0
2019.05.14	182.54	182.55	177.97	180.81	10757	0	0
2019.05.15	180.17	187.17	179.88	187.08	10646	0	0
2019.05.16	185.11	188.48	184.21	186.60	9643	0	0
2019.05.17	184.52	187.47	184.17	185.21	9964	0	0
2019.05.20	185.21	185.21	181.01	182.81	10273	0	0
2019.05.21	184.63	185.53	183.73	184.76	8184	0	0
2019.05.22	184.76	186.61	182.91	185.43	8852	0	0
2019.05.23	181.82	183.75	179.56	180.82	10937	0	0
2019.05.24	180.82	183.49	180.82	181.13	8137	0	0
2019.05.28	181.13	184.61	181.13	183.70	8639	0	0
2019.05.29	183.70	184.43	181.25	182.07	10109	0	0
2019.05.30	182.07	183.25	180.78	182.76	8680	0	0
2019.05.31	180.13	180.44	177.03	177.59	10106	0	0
2019.06.03	174.60	174.85	160.70	163.98	23464	0	0
2019.06.04	163.63	168.08	160.65	166.74	17078	0	0
2019.06.05	167.20	168.52	164.42	168.00	11581	0	0
2019.06.06	168.27	169.49	167.01	168.23	8864	0	0
2019.06.07	169.90	173.71	168.62	173.57	10131	0	0
2019.06.10	174.38	177.72	173.64	174.54	10313	0	0
2019.06.11	178.65	179.83	176.64	178.03	11520	0	0
2019.06.12	178.34	179.13	172.71	174.55	12841	0	0
2019.06.13	175.37	177.89	174.46	177.01	9917	0	0
2019.06.14	180.25	181.68	179.86	180.91	11129	0	0
2019.06.17	180.91	189.35	180.91	189.10	12166	0	0
2019.06.18	193.96	194.39	187.13	188.44	15634	0	0
2019.06.19	186.83	187.96	184.41	187.51	12068	0	0
2019.06.20	190.81	190.95	187.48	189.51	10597	0	0
2019.06.21	189.51	191.83	188.76	191.16	8806	0	0
2019.06.24	192.15	193.83	191.37	192.22	8663	0	0
2019.06.25	192.71	192.96	187.98	188.46	11183	0	0
2019.06.26	189.16	190.62	187.16	187.55	10518	0	0
2019.06.27	187.55	189.82	187.55	189.04	8026	0	0
2019.06.28	190.30	192.57	189.83	192.57	7644	0	0
2019.07.01	194.99	195.04	191.83	193.19	10238	0	0
2019.07.02	192.78	194.75	192.55	194.66	7929	0	0
2019.07.03	194.11	197.30	194.09	197.06	5140	0	0
2019.07.05	195.94	196.97	194.07	196.10	8053	0	0
2019.07.08	195.10	196.58	193.54	195.55	7630	0	0
2019.07.09	195.55	199.35	194.81	199.08	7530	0	0
2019.07.10	199.81	202.85	199.58	202.79	10905	0	0
2019.07.11	202.79	203.68	200.10	201.02	8757	0	0
2019.07.12	199.71	204.62	199.05	204.53	8230	0	0
2019.07.15	204.53	205.22	201.70	204.21	9707	0	0
2019.07.16	203.51	205.36	203.00	203.93	8483	0	0
2019.07.17	203.90	204.25	201.49	201.87	7542	0	0
2019.07.18	201.87	202.38	199.29	200.54	8354	0	0
2019.07.19	202.07	202.25	198.42	198.42	8832	0	0
2019.07.22	199.70	202.40	198.72	202.28	8111	0	0
2019.07.23	202.70	204.15	200.86	202.18	9414	0	0
2019.07.24	197.46	204.57	197.10	204.38	11477	0	0
2019.07.25	206.49	208.52	198.10	200.91	18304	0	0
2019.07.26	200.07	202.71	196.08	199.50	12227	0	0
2019.07.29	198.77	199.44	195.12	195.75	9037	0	0
2019.07.30	194.23	198.55	193.32	196.78	9228	0	0
2019.07.31	196.71	198.62	192.52	193.86	14074	0	0
2019.08.01	193.86	198.34	190.75	192.07	16319	0	0
2019.08.02	192.07	192.46	187.91	188.75	14387	0	0
2019.08.05	184.15	185.52	179.15	181.66	16532	0	0
2019.08.06	181.66	185.58	181.66	184.46	13296	0	0
2019.08.07	182.82	186.16	180.97	185.00	17141	0	0
2019.08.08	186.48	190.05	183.93	190.03	10418	0	0
2019.08.09	189.83	190.80	186.95	187.92	12348	0	0
2019.08.12	186.53	187.45	184.31	185.54	11224	0	0
2019.08.13	185.38	191.21	185.23	188.04	14462	0	0
2019.08.14	185.34	185.85	179.15	180.08	15225	0	0
2019.08.15	180.46	183.05	179.87	182.80	15347	0	0
2019.08.16	183.34	184.93	182.20	183.46	10532	0	0
2019.08.19	185.84	187.35	184.69	186.30	8239	0	0
2019.08.20	186.30	186.30	182.25	184.41	11768	0	0
2019.08.21	184.89	185.77	183.04	183.29	7653	0	0
2019.08.22	183.37	184.07	179.80	182.65	9521	0	0
2019.08.23	182.65	183.00	176.53	177.79	15639	0	0
2019.08.26	177.79	180.11	177.79	179.72	10122	0	0
2019.08.27	181.78	183.92	180.84	181.47	10211	0	0
2019.08.28	181.47	181.83	178.78	181.25	9539	0	0
2019.08.29	183.81	185.93	183.31	185.46	8210	0	0
2019.08.30	186.57	186.65	183.34	184.80	8485	0	0
2019.09.03	184.03	185.58	182.00	182.55	10349	0	0
2019.09.04	182.55	187.64	182.55	187.17	7645	0	0
2019.09.05	187.17	191.24	187.17	190.45	8446	0	0
2019.09.06	189.93	190.06	186.24	187.50	8949	0	0
2019.09.09	187.61	188.77	185.74	188.55	8902	0	0
2019.09.10	187.29	188.00	184.44	185.09	9661	0	0
2019.09.11	185.09	189.33	185.09	188.13	8607	0	0
2019.09.12	188.13	190.82	187.49	187.69	9775	0	0
2019.09.13	187.31	187.87	186.42	187.27	8096	0	0
2019.09.16	187.27	187.70	185.67	185.92	8014	0	0
2019.09.17	186.58	187.81	185.44	187.78	6957	0	0
2019.09.18	187.93	189.01	185.92	188.08	10325	0	0
2019.09.19	188.08	191.01	188.07	189.85	8064	0	0
